Year,Mean,TotalPrecip,PctChange
2006,1.4198144398662313,508.2935694721105,
2007,1.08287800265419,387.6703249501992,-23.73101919176056
2008,1.055200559183877,378.81700074701115,-2.2837250192738745
2009,1.0792621935442617,386.3758652888449,1.9953868297695188
2010,0.8445859022012473,302.3617529880459,-21.74414083498517
2011,1.0165556697789784,363.926929780878,20.361430036842698
2012,1.0258172740791716,368.26840139442197,1.1929514576340727
2013,1.231996629404171,441.05479332669245,19.764495584380846
2014,1.1890827054908837,425.69160856573563,-3.4832825747292517
2015,1.055954446877296,378.0316919820723,-11.19587880631282
2016,1.2879483805724135,462.37346862549686,22.310768761531353
2017,1.0391872802087776,372.02904631474064,-19.53927472943553
2018,1.1850593262425142,424.2512387948201,14.037127745100552
2019,1.2256107726913628,438.76865662350707,3.421891676716582
2020,1.1620778029941552,417.1859312748988,-4.918930516754683
2021,1.0340634668031767,370.1947211155364,-11.263853029693415
2022,1.4861548220525724,532.0434262948186,43.719884684355016
2023,0.8283325323009683,296.5430465637452,-44.263375523895064
2024,0.9752462295664115,350.113396414341,18.064948907537538
2025,0.9869532519363865,353.3292641932266,0.9185217737512019
2026,1.1368540850564275,406.993762450202,15.188240458799829
2027,1.4590972005831424,522.3567978087652,28.345160541048475
2028,0.9216935184054859,330.88797310757036,-36.65479716247353
2029,0.9828710994012829,351.86785358565993,6.340478404535155
2030,1.30137174764629,465.89108565737035,32.40512905904098
2031,1.2887466022780452,461.37128361553584,-0.9701413443996443
2032,1.3295760897912594,477.3178162350579,3.4563340168371592
2033,1.2337504903570056,441.6826755478089,-7.465705128781586
2034,0.9717755375147473,347.8956424302783,-21.234030291364427
2035,0.9908760906096261,354.7336404382451,1.96553137607558
2036,1.1377573965974568,408.4549053784863,15.144113446323516
2037,1.1234692167085776,402.2019795816715,-1.5308729836456814
2038,1.013404691290701,362.79887948207227,-9.796843899321983
2039,1.3711342131473998,490.8660483067729,35.299769670603155
2040,1.128354374979184,405.07922061752834,-17.476626869013156
2041,0.8543903297424821,305.87173804781156,-24.490884133350164
2042,1.0533628231487435,377.1038906872505,23.28824267781957
2043,1.1614619907242516,415.803392679282,10.262291890307429
2044,0.9863139537948421,354.0867094123516,-14.842756060562934
2045,1.0172437519475157,364.173263197209,2.8486112346880255
2046,1.110108761879859,397.4189367529899,9.129081378436489
2047,1.104146768373436,395.28454307768976,-0.5370639086145879
2048,1.0447625930817104,375.06977091633433,-5.11397992037913
2049,1.1788586923256699,422.03141185258977,12.520774687206405
2050,1.0668737062921467,381.94078685259046,-9.499441007012631
2051,0.9831526895212459,351.96866284860477,-7.847322159796832
2052,0.8709545869447011,312.67269671314824,-11.164620684529304
2053,1.089500430540404,390.0411541334668,24.744231982397192
2054,1.3149029058347679,470.7352402888458,20.688608189218538
2055,1.0037848779463152,359.3549863047797,-23.66091264289509
2056,1.3278812674094778,476.70937499999957,32.656952920555305
2057,1.2224130364018755,437.6238670318708,-8.199022301193216
2058,0.9572622220614776,342.69987549801044,-21.69077115872826
2059,0.8435943203443154,302.0067666832684,-11.874270090004247
2060,0.8707636896702853,312.604164591634,3.5089935317508036
2061,0.9210841689109519,329.7481324701215,5.484241676972945
2062,0.9563029655122478,342.3564616533876,3.8236241366457424
2063,1.0638888579759167,380.87221115538006,11.250189149631694
2064,0.889348629160247,319.2761578685268,-16.172367393252696
2065,0.9819176680150945,351.5265251494022,10.101088504753175
2066,1.0470975212279408,374.8609125996012,6.638016132717639
2067,1.2655534113545772,453.0681212649407,20.862993722921086
2068,0.9723515582516749,349.0742094123496,-22.95326176607746
2069,0.8925141960092572,319.5200821713135,-8.466431046507017
2070,1.1366648455062407,406.926014691236,27.355379957951765
2071,1.2850348257806792,460.04246762948344,13.053098357093429
2072,0.865325085452065,310.65170567729,-32.47325463711586
2073,0.973933925610405,348.66834536852616,12.237705120064103
2074,1.0422746687829745,373.134331424302,7.0169794249364426
2075,1.0178518294141907,364.3909549302795,-2.3432248811434353
2076,0.7016689509371923,251.89915338645392,-30.87118382654398
2077,0.9877778689710471,353.6244770916338,40.383352757488964
2078,1.1710037816610666,419.21935383466234,18.549303284238185
2079,0.6368564846758207,227.99462151394437,-45.614480956462685
2080,1.0660644157353858,382.7171252490043,67.86234811490803
2081,1.3871230337031804,496.59004606573535,29.75380857144627
2082,0.8801706755380717,315.10110184262794,-36.547036264815326
2083,1.318251435598401,471.9340139442226,49.77225125030578
2084,0.9143101167752415,328.2373319223108,-30.44846901814863
2085,1.0259768885352392,367.2997260956153,11.900655524018845
2086,0.8226965044848552,294.52534860557637,-19.81334924031344
2087,0.7771460074506449,278.21827066733056,-5.536731563327679
2088,0.8130999331365311,291.9028759960166,4.918658036318857
2089,1.091073902713174,390.6044571713166,33.81315817410684
2090,1.0437589551013784,373.66570592629535,-4.336548376249594
2091,0.8774484986033559,314.12656249999765,-15.933799244087343
2092,1.37439798605023,493.4088769920338,57.07327424500674
2093,0.9129720468683887,326.84399277888303,-33.75798287792864
2094,0.9066128641857156,324.5674053784863,-0.696536405959558
2095,0.9624671008702609,344.56322211155486,6.160759337417421
2096,0.681624910525034,244.70334287848604,-28.98158387918095
2097,0.6894241817645637,246.81385707171273,0.8624786929350314
2098,0.8025534906463527,287.31414965139413,16.40924584226804
2099,1.08128988932538,387.10178037848436,34.73119261552735
2100,1.0537248005185988,377.23347858565677,-2.5492783275703257
